,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
16711,Regional Express,5,"""relaxed approach to service and punctuality",22nd August 2018,True," Perth to Albany. Rex has a relaxed approach to service and information and punctuality. On board is very convivial - nice genuine service for the short flight, and with the pilots saying hello before you step up on board. But everything else can be weirdly substandard for 2018. Out of the last 8 flights on this sector, half have been delayed or cancelled. The fun starts with the latter. Little information or support is provided when things go wrong. You will receive no direction in writing what to do so listen carefully to the gate announcement if the plane is cancelled. ""Recovery flight at 7am. Be at gate around six"". That’s it. If you gave a hearing or sensory impairment, you are a bit doomed. There is an option to purchase a $5 insurance for delays at every ticket purchase. Probably a good deal given the frequency of delays. But little information on Website what to do if a delay. Also if the west coast, the call centre closed. So good luck! In summary, drive Albany to Perth if you can. If you can’t always purchase the insurance and make contingencies on travelling for business as it is not reliable. But if you get onboard and away on time, it is not an unpleasant experience!",,Business,Economy Class,Perth to Albany,August 2018,3.0,4.0,2.0,1.0,,,2.0,no
16712,Regional Express,1,"""the most outstanding cabin service""",1st May 2018,True," Hats off to Rex for once again delivering the most exceptional service on their 7.20pm service from Melbourne to Albury on Friday 27th April 2018. From check in to boarding, from a laugh with the first officer at the foot of the stairs at how cold it was on the tarmac at Tullamarine, to the most outstanding cabin service. A particular staff member looking after us in the cabin always goes that extra mile to ensure not only mine, but everyone's comfort on board. ",SAAB-340,Business,Economy Class,Melbourne to Albury,April 2018,4.0,5.0,5.0,5.0,,,5.0,yes
16713,Regional Express,1,"""by far the best customer service""",18th March 2018,True," Early morning Flight with Regional Express from Sydney to Moruya on 16 March 2018. The flight departed on time and was very comfortable. A huge thanks to the sole flight attendant on board. Not only was she cheerful and professional, her attentiveness to all passengers was by far the best customer service I have experienced in such a long time. 10/10!",Saab 340,Business,Economy Class,Sydney to Moruya,March 2018,5.0,5.0,5.0,5.0,,,5.0,yes
16714,Regional Express,1,"""Absolutely fantastic service""",8th February 2018,True, Flew Mount Isa to Cairns. Absolutely fantastic service! Travelling with an infant at the age of 6wks on my own was a little daunting but Regional Express made the trip so comfortable and reassuring for myself and my baby. Would fly with them over a larger airline anytime. Thank You Rex!,,Family Leisure,Economy Class,Mount Isa to Cairns,February 2018,5.0,5.0,5.0,5.0,,,5.0,yes
16715,Regional Express,1,"""reassured and comforted them""",6th January 2018,True," My husband, 2 young boys, aged 4 and 7, and I flew to Merimbula for a holiday and we were allocated 2 x 2 seats in consecutive rows. My boys chose to sit together and my husband and I sat directly behind them. As we ascended, both of them started to panic, one feeling sick, the other saying he couldn’t breath. There was quite a scene which all passengers were witness to. I’d leaned forward to reassure them, but was obviously constrained by my seatbelt whilst the seatbelt sign was on. Our flight attendant, when safe to do so, came directly to my children’s side, knelt down to their level, and reassured and comforted them. She was completely forthcoming and generous in her care. My boys were instantly calmed. ",,Family Leisure,Economy Class,Melbourne to Merimbula,December 2017,4.0,5.0,3.0,5.0,,,4.0,yes
16716,Regional Express,1,"""Genuine customer service""",17th October 2017,False,  Armidale to Sydney. A great country airline. Genuine customer service and hospitality. The whole experience was fantastic. The online booking was easy. The check in procedure was great. Onboard the solo flight attendant was exceptional. The catering was excellent. Comfort and safety outstanding.,Saab 340,Solo Leisure,Economy Class,Armidale to Sydney,October 2017,5.0,5.0,5.0,5.0,,,4.0,yes
16717,Regional Express,1,"""offer my profound thanks""",5th August 2017,False,"  I would like to offer my profound thanks to all Rex ground staff and our flight attendant for making my day of retirement so overwhelming. I have been travelling to Whyalla to work as a diagnostic sonographer for many years and I travelled back to Adelaide from Whyalla for the last time two weeks ago. The Sunday prior, on my arrival in Whyalla, Gavin met me at the airport and gave me the most exquisite gift of some miniature origami pieces he had made himself, a gift that moved me to tears. On the following Friday, on my departure for Adelaide, most of the Rex ground staff were there to farewell me with hugs and a very moving card. When I boarded the plane, Claudio indicated my seat which was festooned with a farewell sign and a bottle of wine! After giving his safety briefing, Claudio announced to the passengers that I was retiring and when he came with drink/snack service, I was presented with my own special cake! These wonderful people have looked after me for so many years and I consider myself so lucky to have known them. ",Saab,Business,Economy Class,Whyalla to Adelaide,July 2017,5.0,5.0,5.0,5.0,,,5.0,yes
16718,Regional Express,5,"""delayed nearly 3 hours""",14th July 2017,False," Regional Express flight from Albury to Sydney delayed nearly 3 hours. We were notified 45 mins before planned departure however not the reason. If this was a mechanical delay then it's reasonable to expect that if it is fixed early we can board early so we continued to the airport. However on arrival, we find it is a 'crew rest' delay so there is a fixed time delay which passengers should be notified about so that they don't have to wait in the airport while the crew sleeps.",,Couple Leisure,Economy Class,Albury to Sydney,July 2017,4.0,4.0,3.0,4.0,1.0,,2.0,no
16719,Regional Express,6,Regional Express customer review,22nd April 2015,False,Flew ADL-PLO recently. Staff member at the gate was very unprofessional always on his mobile and was very dismissive of my query. Showed little interest in providing any level of customer service something as simple as boarding the 36 passengers on the flight seemed to be an inconvenience for him. On board flight attendant on the other hand was outstanding and looked after everyone on board very well even booking me a taxi inflight. Inflight service pretty good tea/coffee with snack and a Mentos for landing. The plane itself was very old being a Saab 340 I expected this but the plane has not even been modernised and the cold water tap in the toilet had been decommissioned and replaced with hand sanitiser. All up Rex operate like an airline that knows it has a monopoly on many of it's routes given the conduct of their ground staff and condition of their planes.,,,Economy Class,,,0.0,0.0,0.0,,0.0,,0.0,no
16720,Regional Express,1,Regional Express customer review,4th March 2015,False,I had the pleasure of flying this excellent little airline from Melbourne to Albury and return recently and have to report two excellent flights. The aircraft the Saab 340 was really comfortable and ideal for the 40 minute flight. I was really delighted to be greeted by the captain and solo flight attendant at the entrance of the aircraft and on both sectors. We were served tea coffee or water and offered a savoury or sweet snack. I was also really surprised about how comfortable and spacious the seating configuration was and I look forward to flying with the airline again. Well done Regional Express.,,,Economy Class,,,4.0,5.0,3.0,,1.0,,4.0,yes
16721,Regional Express,1,Regional Express customer review,4th March 2015,False,This has become the worst airline in Australia from one of the best. I used to live in Wagga Wagga and regularly used Rex and it was fine then. Now I only use it to fly from Moruya where we have a second home to Sydney and it is always a really unpleasant experience. The check-in and gate lounge staff are really rude at Sydney (every trip it is the same) and the flight attendants are unpleasant and seem untrained. At Moruya the ground staff always seem very unprofessional. Last time (late January 2015) we had to fly to Moruya via Merimbula and were told to leave our hand-luggage on board and so I left a magazine on board. When I returned it had disappeared. I went up to speak to the flight attendant anxious whether cleaners might have removed it and taken it into the terminal and we might take off without it. She ignored me for several minutes before finding it (she had removed it - although we had booked the same seats right through of course - and the plane wasn't full so she should even have remembered us!) and returning it without a word of apology. I am hanging out for the day when another airline services Moruya and I never have to fly Rex again. We could get to Moruya from our home airport of Melbourne via Merimbula and a drive from there but instead we choose to fly to Canberra with any other airline and drive from there as we hate flying Rex so much.,,,Economy Class,,,0.0,0.0,0.0,,0.0,,0.0,no
